,SEASON,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,2015-16,21500966.0,413.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,9.0,35.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,53.0,13.0,1.0,0.0
0,2015-16,21500966.0,492.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,1.0,38.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,120.0,228.0,1.0,0.0
0,2015-16,21500991.0,115.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,0.0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,205.0,156.0,1.0,0.0
0,2015-16,21500991.0,168.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,6.0,48.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,22.0,254.0,1.0,0.0
0,2015-16,21500991.0,177.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,5.0,54.0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,97.0,61.0,1.0,0.0
0,2015-16,21500991.0,375.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,0.0,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,36.0,-2.0,360.0,1.0,0.0
0,2015-16,21500991.0,399.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,9.0,44.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28.0,9.0,287.0,1.0,0.0
0,2015-16,21500991.0,416.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,40.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-150.0,129.0,1.0,1.0
0,2015-16,21500991.0,422.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,0.0,Made Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,40.0,31.0,1.0,1.0
0,2015-16,21500991.0,424.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,15.0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,20.0,43.0,1.0,0.0
0,2015-16,21501006.0,405.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,35.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,11.0,1.0,0.0
0,2015-16,21501006.0,409.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,13.0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8.0,-86.0,26.0,1.0,1.0
0,2015-16,21501006.0,427.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,11.0,33.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-147.0,219.0,1.0,0.0
0,2015-16,21501006.0,431.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,11.0,3.0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,11.0,1.0,1.0
0,2015-16,21501006.0,459.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,53.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,2.0,1.0,0.0
0,2015-16,21501006.0,544.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,1.0,15.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,218.0,174.0,1.0,1.0
0,2015-16,21501016.0,133.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,41.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,143.0,213.0,1.0,1.0
0,2015-16,21501016.0,241.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,1.0,20.0,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,30.0,26.0,1.0,1.0
0,2015-16,21501016.0,247.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,0.0,35.0,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,56.0,51.0,1.0,1.0
0,2015-16,21501016.0,407.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,9.0,35.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,27.0,2.0,1.0,1.0
0,2015-16,21501016.0,420.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,37.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,168.0,198.0,1.0,1.0
0,2015-16,21501016.0,423.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,1.0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-12.0,16.0,1.0,0.0
0,2015-16,21501016.0,430.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,34.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,46.0,252.0,1.0,0.0
0,2015-16,21501034.0,87.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,1.0,20.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,20.0,16.0,1.0,1.0
0,2015-16,21501034.0,141.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,9.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,11.0,1.0,1.0
0,2015-16,21501034.0,308.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,2.0,49.0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,158.0,198.0,1.0,0.0
0,2015-16,21501034.0,320.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,57.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,130.0,218.0,1.0,0.0
0,2015-16,21501049.0,95.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,1.0,57.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9.0,33.0,92.0,1.0,0.0
0,2015-16,21501049.0,104.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,1.0,20.0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11.0,-110.0,-26.0,1.0,1.0
0,2015-16,21501049.0,115.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,3.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-143.0,-11.0,1.0,0.0
0,2015-16,21501049.0,159.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,1.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-176.0,175.0,1.0,0.0
0,2015-16,21501060.0,64.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,4.0,2.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-114.0,232.0,1.0,0.0
0,2015-16,21501060.0,113.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,2.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28.0,138.0,244.0,1.0,1.0
0,2015-16,21501060.0,131.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,9.0,46.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,32.0,7.0,1.0,1.0
0,2015-16,21501060.0,152.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,13.0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-151.0,33.0,1.0,0.0
0,2015-16,21501060.0,157.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,7.0,45.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,14.0,80.0,1.0,1.0
0,2015-16,21501060.0,375.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,11.0,49.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-84.0,239.0,1.0,1.0
0,2015-16,21501070.0,116.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,0.0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-63.0,36.0,1.0,1.0
0,2015-16,21501070.0,151.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,9.0,38.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-176.0,190.0,1.0,0.0
0,2015-16,21501070.0,343.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,51.0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10.0,-65.0,77.0,1.0,1.0
0,2015-16,21501070.0,358.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,10.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,27.0,21.0,1.0,0.0
0,2015-16,21501070.0,369.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,11.0,29.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,101.0,169.0,1.0,1.0
0,2015-16,21501070.0,393.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,56.0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-228.0,-6.0,1.0,0.0
0,2015-16,21501070.0,430.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,5.0,26.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,135.0,228.0,1.0,0.0
0,2015-16,21501083.0,128.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,10.0,0.0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21.0,115.0,178.0,1.0,0.0
0,2015-16,21501083.0,152.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,24.0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,8.0,19.0,1.0,1.0
0,2015-16,21501083.0,160.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,7.0,23.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,33.0,31.0,1.0,0.0
0,2015-16,21501083.0,404.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,6.0,28.0,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9.0,76.0,51.0,1.0,1.0
0,2015-16,21501083.0,417.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,5.0,20.0,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-27.0,56.0,1.0,1.0
0,2015-16,21501083.0,461.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,2.0,7.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,166.0,210.0,1.0,0.0
0,2015-16,21501099.0,120.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,56.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,19.0,11.0,1.0,1.0
0,2015-16,21501099.0,146.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,10.0,14.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-133.0,16.0,1.0,1.0
0,2015-16,21501099.0,165.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,9.0,8.0,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9.0,71.0,60.0,1.0,0.0
0,2015-16,21501099.0,364.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,4.0,57.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,-7.0,174.0,1.0,0.0
0,2015-16,21501099.0,408.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,47.0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-14.0,2.0,1.0,0.0
0,2015-16,21501099.0,415.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,49.0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,32.0,110.0,1.0,1.0
0,2015-16,21501099.0,431.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,35.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,110.0,243.0,1.0,1.0
0,2015-16,21501099.0,504.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,3.0,51.0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,33.0,2.0,1.0,1.0
0,2015-16,21501099.0,513.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,2.0,55.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,20.0,242.0,1.0,1.0
0,2015-16,21501099.0,529.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,1.0,40.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,27.0,0.0,1.0,1.0
0,2015-16,21501107.0,115.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,1.0,4.0,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10.0,9.0,106.0,1.0,1.0
0,2015-16,21501107.0,143.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,9.0,48.0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8.0,-83.0,2.0,1.0,1.0
0,2015-16,21501107.0,177.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,7.0,4.0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28.0,-78.0,273.0,1.0,1.0
0,2015-16,21501107.0,333.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,3.0,41.0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-97.0,262.0,1.0,0.0
0,2015-16,21501107.0,415.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,1.0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-19.0,2.0,1.0,0.0
0,2015-16,21501107.0,422.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,4.0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,20.0,2.0,1.0,0.0
0,2015-16,21501124.0,145.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,10.0,46.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,164.0,208.0,1.0,1.0
0,2015-16,21501124.0,168.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,54.0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,135.0,134.0,1.0,0.0
0,2015-16,21501124.0,250.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,1.0,33.0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,14.0,11.0,1.0,0.0
0,2015-16,21501124.0,302.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,8.0,50.0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,30.0,7.0,1.0,0.0
0,2015-16,21501139.0,97.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,0.0,37.0,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,27.0,11.0,1.0,1.0
0,2015-16,21501139.0,137.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,7.0,59.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,0.0,247.0,1.0,0.0
0,2015-16,21501139.0,345.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,2.0,46.0,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,104.0,80.0,1.0,0.0
0,2015-16,21501139.0,358.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,2.0,16.0,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-96.0,121.0,1.0,1.0
0,2015-16,21501139.0,360.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,45.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-48.0,36.0,1.0,1.0
0,2015-16,21501139.0,362.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,5.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,135.0,218.0,1.0,1.0
0,2015-16,21501139.0,382.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,10.0,58.0,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-34.0,26.0,1.0,0.0
0,2015-16,21501139.0,417.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,9.0,13.0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-78.0,21.0,1.0,1.0
0,2015-16,21501139.0,448.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,6.0,31.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-45.0,252.0,1.0,0.0
0,2015-16,21501150.0,112.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,11.0,24.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-12.0,7.0,1.0,1.0
0,2015-16,21501150.0,298.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,5.0,0.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-12.0,2.0,1.0,1.0
0,2015-16,21501150.0,382.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,49.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-12.0,7.0,1.0,1.0
0,2015-16,21501150.0,389.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,41.0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-233.0,3.0,1.0,0.0
0,2015-16,21501158.0,83.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,3.0,43.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-171.0,210.0,1.0,0.0
0,2015-16,21501158.0,329.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,3.0,44.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-181.0,164.0,1.0,0.0
0,2015-16,21501158.0,337.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,2.0,32.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,174.0,175.0,1.0,1.0
0,2015-16,21501158.0,353.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,38.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-38.0,247.0,1.0,0.0
0,2015-16,21501191.0,160.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,8.0,17.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,55.0,105.0,1.0,0.0
0,2015-16,21501191.0,168.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,7.0,11.0,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8.0,84.0,11.0,1.0,1.0
0,2015-16,21501191.0,370.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,1.0,54.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-163.0,178.0,1.0,1.0
0,2015-16,21501191.0,387.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,0.0,0.0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,70.0,-214.0,668.0,1.0,0.0
0,2015-16,21501191.0,431.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,8.0,24.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,22.0,3.0,1.0,1.0
0,2015-16,21501191.0,443.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,6.0,27.0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,24.0,51.0,1.0,1.0
0,2015-16,21501208.0,95.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,1.0,2.0,29.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10.0,-37.0,100.0,1.0,0.0
0,2015-16,21501208.0,136.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,10.0,33.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-151.0,200.0,1.0,1.0
0,2015-16,21501208.0,229.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,2.0,1.0,31.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-143.0,13.0,1.0,0.0
0,2015-16,21501208.0,328.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,3.0,4.0,6.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-222.0,141.0,1.0,0.0
0,2015-16,21501208.0,395.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,9.0,42.0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,232.0,61.0,1.0,1.0
0,2015-16,21501208.0,416.0,201166.0,Aaron Brooks,1610612741.0,Chicago Bulls,4.0,7.0,9.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,14.0,2.0,1.0,0.0
0,2014-15,21400074.0,102.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,44.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-117.0,157.0,1.0,0.0
0,2014-15,21400074.0,126.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,10.0,18.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,23.0,72.0,1.0,0.0
0,2014-15,21400074.0,326.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,1.0,39.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9.0,-73.0,67.0,1.0,1.0
0,2014-15,21400074.0,328.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,1.0,6.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,157.0,200.0,1.0,0.0
0,2014-15,21400074.0,368.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,14.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-87.0,33.0,1.0,0.0
0,2014-15,21400074.0,372.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,35.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-70.0,231.0,1.0,1.0
0,2014-15,21400074.0,378.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,7.0,39.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-116.0,211.0,1.0,0.0
0,2014-15,21400083.0,117.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,31.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-86.0,149.0,1.0,1.0
