,SEASON,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,2014-15,21400083.0,123.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,0.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-141.0,63.0,1.0,0.0
0,2014-15,21400083.0,182.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,6.0,5.0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,43.0,107.0,1.0,1.0
0,2014-15,21400083.0,205.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,3.0,20.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,6.0,143.0,1.0,1.0
0,2014-15,21400083.0,348.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,1.0,54.0,Missed Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,29.0,15.0,1.0,0.0
0,2014-15,21400083.0,374.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,0.0,0.0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-161.0,9.0,1.0,0.0
0,2014-15,21400083.0,406.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,14.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,127.0,124.0,1.0,1.0
0,2014-15,21400083.0,426.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,7.0,31.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-81.0,252.0,1.0,0.0
0,2014-15,21400099.0,116.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,0.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28.0,-175.0,224.0,1.0,0.0
0,2014-15,21400099.0,149.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,9.0,25.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,-37.0,82.0,1.0,1.0
0,2014-15,21400099.0,171.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,7.0,30.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,129.0,121.0,1.0,1.0
0,2014-15,21400099.0,206.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,4.0,46.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-48.0,45.0,1.0,0.0
0,2014-15,21400099.0,217.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,3.0,46.0,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13.0,-59.0,121.0,1.0,1.0
0,2014-15,21400099.0,357.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,0.0,27.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-155.0,206.0,1.0,1.0
0,2014-15,21400099.0,382.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,10.0,14.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,193.0,15.0,1.0,1.0
0,2014-15,21400099.0,388.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,45.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-86.0,190.0,1.0,0.0
0,2014-15,21400099.0,394.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,45.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,165.0,222.0,1.0,1.0
0,2014-15,21400099.0,418.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,6.0,5.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,113.0,233.0,1.0,1.0
0,2014-15,21400099.0,466.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,1.0,48.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,110.0,99.0,1.0,0.0
0,2014-15,21400099.0,480.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,0.0,32.0,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,185.0,91.0,1.0,1.0
0,2014-15,21400112.0,96.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,1.0,18.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,119.0,67.0,1.0,0.0
0,2014-15,21400112.0,98.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,1.0,6.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,168.0,190.0,1.0,1.0
0,2014-15,21400112.0,105.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,26.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-190.0,154.0,1.0,0.0
0,2014-15,21400112.0,147.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,7.0,32.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,176.0,208.0,1.0,0.0
0,2014-15,21400112.0,151.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,7.0,14.0,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14.0,-73.0,126.0,1.0,1.0
0,2014-15,21400112.0,157.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,6.0,3.0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,23.0,6.0,1.0,0.0
0,2014-15,21400112.0,161.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,5.0,38.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,6.0,118.0,1.0,0.0
0,2014-15,21400112.0,183.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,2.0,47.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-175.0,167.0,1.0,0.0
0,2014-15,21400112.0,315.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,1.0,29.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9.0,89.0,41.0,1.0,0.0
0,2014-15,21400112.0,342.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,0.0,2.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,138.0,206.0,1.0,0.0
0,2014-15,21400112.0,360.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,10.0,35.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-98.0,6.0,1.0,1.0
0,2014-15,21400112.0,375.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,29.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,56.0,104.0,1.0,0.0
0,2014-15,21400122.0,150.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,10.0,46.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-87.0,126.0,1.0,1.0
0,2014-15,21400122.0,157.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,9.0,59.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19.0,-51.0,184.0,1.0,0.0
0,2014-15,21400122.0,348.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,4.0,18.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12.0,102.0,71.0,1.0,1.0
0,2014-15,21400122.0,379.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,1.0,9.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-7.0,19.0,1.0,0.0
0,2014-15,21400122.0,417.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,10.0,29.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,125.0,224.0,1.0,1.0
0,2014-15,21400122.0,435.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,2.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,80.0,250.0,1.0,1.0
0,2014-15,21400122.0,438.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,7.0,36.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,102.0,230.0,1.0,0.0
0,2014-15,21400122.0,482.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,4.0,31.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,43.0,261.0,1.0,0.0
0,2014-15,21400122.0,498.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,3.0,5.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-199.0,-11.0,1.0,1.0
0,2014-15,21400135.0,136.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,9.0,36.0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,26.0,4.0,1.0,1.0
0,2014-15,21400135.0,141.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,9.0,10.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-141.0,17.0,1.0,1.0
0,2014-15,21400135.0,162.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,6.0,38.0,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,88.0,131.0,1.0,1.0
0,2014-15,21400135.0,195.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,3.0,43.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20.0,-64.0,200.0,1.0,0.0
0,2014-15,21400135.0,333.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,0.0,45.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-93.0,151.0,1.0,1.0
0,2014-15,21400135.0,362.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,10.0,58.0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,36.0,25.0,1.0,1.0
0,2014-15,21400135.0,381.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,9.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-141.0,206.0,1.0,1.0
0,2014-15,21400135.0,386.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,44.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,106.0,228.0,1.0,0.0
0,2014-15,21400135.0,416.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,6.0,42.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-92.0,233.0,1.0,1.0
0,2014-15,21400135.0,425.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,5.0,59.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,13.0,254.0,1.0,0.0
0,2014-15,21400135.0,455.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,3.0,1.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,75.0,238.0,1.0,0.0
0,2014-15,21400160.0,111.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,0.0,0.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,36.0,-193.0,304.0,1.0,0.0
0,2014-15,21400160.0,147.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,8.0,19.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29.0,114.0,271.0,1.0,0.0
0,2014-15,21400160.0,190.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,3.0,48.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,121.0,129.0,1.0,1.0
0,2014-15,21400160.0,347.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,11.0,33.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,226.0,112.0,1.0,1.0
0,2014-15,21400160.0,350.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,11.0,0.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19.0,29.0,192.0,1.0,0.0
0,2014-15,21400160.0,365.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,30.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,160.0,206.0,1.0,0.0
0,2014-15,21400160.0,383.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,20.0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,168.0,34.0,1.0,1.0
0,2014-15,21400160.0,393.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,7.0,31.0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-226.0,48.0,1.0,0.0
0,2014-15,21400160.0,395.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,7.0,27.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-130.0,88.0,1.0,0.0
0,2014-15,21400184.0,111.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,1.0,1.0,0.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-52.0,252.0,1.0,0.0
0,2014-15,21400184.0,128.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,11.0,27.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-139.0,93.0,1.0,0.0
0,2014-15,21400184.0,131.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,10.0,57.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-141.0,224.0,1.0,0.0
0,2014-15,21400184.0,173.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,5.0,34.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,106.0,238.0,1.0,0.0
0,2014-15,21400184.0,177.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,5.0,5.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-37.0,30.0,1.0,0.0
0,2014-15,21400184.0,380.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,10.0,57.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,116.0,135.0,1.0,0.0
0,2014-15,21400184.0,401.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,59.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,1.0,85.0,1.0,0.0
0,2014-15,21400184.0,451.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,6.0,25.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16.0,160.0,-16.0,1.0,1.0
0,2014-15,21400184.0,468.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,4.0,30.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,168.0,219.0,1.0,0.0
0,2014-15,21400184.0,491.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,3.0,15.0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-232.0,0.0,1.0,1.0
0,2014-15,21400203.0,174.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,6.0,8.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-150.0,200.0,1.0,0.0
0,2014-15,21400203.0,182.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,5.0,39.0,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9.0,67.0,69.0,1.0,0.0
0,2014-15,21400203.0,400.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,8.0,57.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,138.0,205.0,1.0,1.0
0,2014-15,21400203.0,421.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,6.0,57.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,206.0,140.0,1.0,0.0
0,2014-15,21400220.0,130.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,10.0,12.0,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-37.0,53.0,1.0,1.0
0,2014-15,21400220.0,178.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,6.0,15.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,143.0,217.0,1.0,1.0
0,2014-15,21400220.0,188.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,2.0,5.0,2.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20.0,135.0,159.0,1.0,0.0
0,2014-15,21400220.0,362.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,3.0,0.0,40.0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-120.0,6.0,1.0,0.0
0,2014-15,21400220.0,384.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,11.0,4.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-150.0,205.0,1.0,1.0
0,2014-15,21400220.0,391.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,9.0,42.0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,203.0,156.0,1.0,1.0
0,2014-15,21400220.0,439.0,201985.0,A.J. Price,1610612754.0,Indiana Pacers,4.0,4.0,59.0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-228.0,71.0,1.0,0.0
0,2014-15,21400303.0,477.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,2.0,44.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-169.0,181.0,1.0,0.0
0,2014-15,21400370.0,428.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,4.0,1.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,141.0,214.0,1.0,0.0
0,2014-15,21400370.0,430.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,3.0,57.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,6.0,1.0,0.0
0,2014-15,21400370.0,445.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,2.0,32.0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,1.0,1.0,0.0
0,2014-15,21400453.0,109.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,1.0,0.0,15.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,88.0,231.0,1.0,0.0
0,2014-15,21400453.0,346.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,3.0,2.0,0.0,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11.0,-111.0,9.0,1.0,0.0
0,2014-15,21400453.0,381.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,10.0,54.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,157.0,190.0,1.0,0.0
0,2014-15,21400453.0,448.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,5.0,14.0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,6.0,1.0,0.0
0,2014-15,21400453.0,466.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,3.0,28.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-149.0,4.0,1.0,0.0
0,2014-15,21400453.0,509.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,0.0,2.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-202.0,149.0,1.0,0.0
0,2014-15,21400466.0,142.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,11.0,14.0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18.0,165.0,75.0,1.0,1.0
0,2014-15,21400466.0,150.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,10.0,18.0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,1.0,1.0,1.0
0,2014-15,21400466.0,240.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,2.0,53.0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16.0,-93.0,134.0,1.0,0.0
0,2014-15,21400466.0,244.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,2.0,26.0,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,-37.0,105.0,1.0,0.0
0,2014-15,21400479.0,158.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,8.0,47.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-60.0,28.0,1.0,1.0
0,2014-15,21400479.0,164.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,2.0,7.0,36.0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-194.0,0.0,1.0,0.0
0,2014-15,21400479.0,329.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,3.0,3.0,17.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,58.0,42.0,1.0,0.0
0,2014-15,21400479.0,495.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,0.0,1.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,138.0,230.0,1.0,0.0
0,2014-15,21400503.0,354.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,3.0,1.0,26.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-131.0,137.0,1.0,0.0
0,2014-15,21400503.0,451.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,4.0,37.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,204.0,149.0,1.0,0.0
0,2014-15,21400503.0,460.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,3.0,37.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-68.0,58.0,1.0,1.0
0,2014-15,21400503.0,476.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,1.0,57.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-193.0,30.0,1.0,0.0
0,2014-15,21400503.0,483.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,1.0,10.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,42.0,75.0,1.0,1.0
0,2014-15,21400503.0,486.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,4.0,0.0,43.0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14.0,-41.0,135.0,1.0,1.0
0,2014-15,21400509.0,82.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,1.0,2.0,8.0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-56.0,170.0,1.0,0.0
0,2014-15,21400509.0,95.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,1.0,1.0,8.0,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9.0,-56.0,82.0,1.0,1.0
0,2014-15,21400509.0,97.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,1.0,0.0,35.0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,135.0,225.0,1.0,0.0
0,2014-15,21400509.0,368.0,201985.0,A.J. Price,1610612739.0,Cleveland Cavaliers,3.0,0.0,8.0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14.0,77.0,126.0,1.0,0.0
